index,age,euducation_level,job,marital,have_credit_card,have_housing_loan,have_personal_loan,connect_method,previous_connect_month,previous_connect_weekday,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,last_campaign_outcomes,employment_rate,consumer_price_index,consumer_confidence_index,label
7924,36,medium,employment,single,no,yes,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,1
7925,47,high,employment,single,no,yes,no,cellular,June,Wednesday,3,-1,0,nonexistent,57.1,92.963,-40.8,0
7926,33,high,employment,single,no,yes,no,cellular,May,Tuesday,1,-1,2,failure,58.2,92.893,-46.2,0
7927,39,low,employment,married,no,yes,yes,cellular,August,Friday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
7928,41,medium,employment,married,no,yes,yes,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
7929,32,medium,employment,married,no,no,yes,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
7930,43,low,employment,married,no,no,no,cellular,July,Tuesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
7931,34,high,unemployed,single,no,no,no,cellular,June,Monday,1,-1,1,nonexistent,58.3,94.055,-39.8,1
7932,35,high,employment,single,no,yes,yes,cellular,August,Monday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
7933,42,high,employment,divorced,no,yes,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
7934,57,medium,employment,married,unknown,no,no,cellular,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
7935,21,medium,employment,single,no,no,no,cellular,May,Friday,6,-1,0,nonexistent,58.2,92.893,-46.2,0
7936,49,low,employment,married,unknown,no,no,telephone,May,Friday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
7937,25,medium,employment,single,no,yes,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
7938,29,medium,employment,married,no,no,no,cellular,June,Wednesday,1,-1,0,nonexistent,57.1,92.963,-40.8,1
7939,41,high,employment,married,no,yes,no,cellular,August,Monday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
7940,34,medium,employment,married,unknown,yes,no,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7941,40,medium,employment,divorced,no,yes,no,telephone,June,Friday,3,-1,0,nonexistent,61.4,94.465,-41.8,1
7942,52,low,employment,divorced,unknown,yes,yes,cellular,November,Friday,8,-1,0,nonexistent,59.9,93.2,-42,0
7943,48,medium,employment,married,unknown,no,yes,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
7944,32,high,employment,single,no,yes,no,cellular,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
7945,28,medium,unemployed,married,no,yes,no,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
7946,27,medium,employment,single,no,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
7947,41,low,employment,married,unknown,no,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7948,54,low,retired,divorced,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7949,70,low,retired,married,no,yes,no,telephone,March,Monday,1,-1,0,nonexistent,58.2,92.843,-50,0
7950,33,high,employment,single,no,no,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
7951,48,high,employment,single,no,yes,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
7952,49,high,employment,married,no,yes,no,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
7953,30,high,employment,single,no,no,no,telephone,June,Wednesday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
7954,45,medium,employment,married,unknown,unknown,unknown,telephone,June,Monday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
7955,37,high,employment,married,no,yes,no,cellular,November,Monday,1,-1,1,failure,56.6,92.649,-30.1,0
7956,33,high,employment,married,no,no,no,cellular,August,Thursday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
7957,50,high,employment,married,unknown,no,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
7958,44,low,employment,married,unknown,yes,no,cellular,August,Tuesday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
7959,33,medium,employment,single,no,yes,no,cellular,July,Monday,4,-1,1,nonexistent,61.4,93.918,-42.7,1
7960,31,high,employment,married,no,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
7961,42,high,employment,married,no,no,no,cellular,August,Friday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
7962,42,low,employment,married,no,no,no,cellular,May,Monday,2,-1,1,failure,58.2,92.893,-46.2,0
7963,29,high,employment,single,no,yes,no,cellular,August,Friday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
7964,32,high,employment,single,no,yes,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
7965,56,low,retired,married,no,no,no,telephone,June,Tuesday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
7966,49,medium,employment,married,no,no,no,cellular,July,Wednesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7967,48,high,employment,married,no,no,no,cellular,November,Friday,1,-1,0,nonexistent,59.9,93.2,-42,0
7968,30,high,employment,single,no,no,yes,cellular,November,Thursday,4,-1,0,nonexistent,59.9,93.2,-42,0
7969,36,high,employment,married,unknown,yes,yes,cellular,June,Tuesday,1,3,1,success,57.1,92.963,-40.8,0
7970,50,high,employment,married,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7971,36,medium,employment,single,no,yes,no,cellular,July,Wednesday,1,-1,1,failure,57.1,92.469,-33.6,0
7972,35,high,employment,married,no,yes,no,telephone,July,Friday,1,-1,2,failure,58.3,94.215,-40.3,1
7973,26,medium,employment,single,no,yes,no,telephone,May,Wednesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
7974,32,medium,employment,married,no,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
7975,37,high,employment,married,no,no,no,telephone,November,Wednesday,1,-1,0,nonexistent,59.9,93.2,-42,0
7976,35,high,employment,married,no,no,yes,cellular,August,Tuesday,1,-1,3,failure,57.1,92.201,-31.4,1
7977,43,high,employment,married,no,no,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
7978,30,medium,employment,single,unknown,yes,no,cellular,July,Tuesday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
7979,47,low,employment,married,unknown,no,yes,telephone,May,Friday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
7980,26,medium,employment,married,no,yes,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
7981,40,medium,employment,married,unknown,yes,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
7982,28,high,employment,married,unknown,yes,no,cellular,May,Wednesday,7,-1,1,failure,58.2,92.893,-46.2,0
7983,35,low,employment,married,no,yes,no,cellular,April,Friday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
7984,64,medium,retired,unknown,no,yes,no,cellular,August,Friday,3,-1,2,failure,57.1,92.201,-31.4,1
7985,33,high,employment,married,no,yes,no,cellular,November,Friday,2,-1,0,nonexistent,58.9,94.767,-50.8,1
7986,38,low,employment,married,no,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
7987,35,medium,employment,married,no,yes,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
7988,28,low,employment,single,no,no,no,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
7989,30,medium,employment,married,unknown,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7990,35,high,employment,single,no,no,no,telephone,June,Friday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
7991,20,medium,student,single,no,yes,no,cellular,July,Wednesday,1,-1,0,nonexistent,57.1,92.469,-33.6,1
7992,54,high,retired,divorced,no,yes,no,telephone,May,Tuesday,3,-1,1,failure,58.2,92.893,-46.2,0
7993,44,low,employment,married,no,no,no,telephone,June,Thursday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
7994,42,low,employment,married,no,no,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
7995,38,high,employment,single,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
7996,36,high,employment,married,no,no,no,cellular,August,Thursday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
7997,47,low,employment,married,unknown,yes,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
7998,57,medium,employment,single,no,yes,no,cellular,July,Wednesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
7999,26,medium,employment,single,no,yes,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8000,23,high,employment,single,no,no,no,cellular,July,Thursday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8001,45,medium,employment,married,no,yes,no,cellular,April,Friday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
8002,51,medium,employment,married,no,yes,yes,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
8003,29,high,employment,single,no,yes,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8004,59,high,retired,married,no,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8005,57,high,employment,married,no,yes,no,cellular,November,Wednesday,2,-1,0,nonexistent,59.9,93.2,-42,1
8006,32,medium,employment,married,no,yes,no,telephone,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
8007,59,low,employment,married,no,yes,no,telephone,May,Tuesday,15,-1,0,nonexistent,61.1,93.994,-36.4,0
8008,39,medium,employment,married,unknown,yes,yes,telephone,April,Wednesday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
8009,37,low,employment,married,no,no,no,telephone,March,Wednesday,5,-1,1,failure,58.2,93.369,-34.8,1
8010,41,high,employment,divorced,no,no,yes,cellular,December,Thursday,1,-1,0,nonexistent,59.8,92.756,-45.9,0
8011,36,medium,employment,married,no,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8012,32,high,employment,divorced,no,no,no,cellular,November,Tuesday,1,-1,0,nonexistent,59.9,93.2,-42,0
8013,28,medium,employment,married,no,no,yes,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8014,48,medium,employment,single,unknown,yes,no,telephone,May,Tuesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8015,38,medium,unemployed,single,no,yes,no,cellular,December,Monday,3,10,1,success,57.0,92.713,-33,0
8016,39,medium,unemployed,married,unknown,no,no,cellular,November,Tuesday,1,-1,1,failure,59.9,93.2,-42,0
8017,34,high,employment,married,no,no,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8018,50,high,employment,divorced,no,no,no,cellular,August,Tuesday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
8019,51,low,employment,married,unknown,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8020,62,high,retired,married,no,no,no,cellular,June,Friday,1,-1,3,failure,58.3,94.055,-39.8,1
8021,57,low,employment,married,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8022,35,medium,employment,married,no,no,no,telephone,June,Friday,21,-1,0,nonexistent,61.4,94.465,-41.8,0
8023,42,high,employment,married,no,no,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
8024,53,medium,unemployed,married,no,yes,no,cellular,November,Wednesday,2,-1,0,nonexistent,59.9,93.2,-42,0
8025,32,high,employment,married,no,unknown,unknown,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,1
8026,52,high,employment,married,unknown,yes,no,cellular,August,Tuesday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8027,29,high,employment,married,no,yes,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,1
8028,27,high,employment,single,no,yes,no,cellular,May,Wednesday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
8029,56,high,employment,married,no,no,no,telephone,June,Wednesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8030,35,high,employment,single,no,yes,no,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
8031,32,low,employment,single,no,yes,no,cellular,May,Friday,1,-1,1,failure,58.2,92.893,-46.2,0
8032,41,high,employment,married,no,yes,no,telephone,June,Friday,1,-1,0,nonexistent,58.3,94.055,-39.8,0
8033,29,medium,employment,married,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8034,48,high,employment,divorced,no,no,no,telephone,May,Thursday,3,-1,0,nonexistent,61.1,93.994,-36.4,1
8035,39,medium,employment,married,unknown,no,no,telephone,May,Wednesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8036,55,high,employment,single,no,yes,no,cellular,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
8037,40,medium,employment,married,no,yes,no,cellular,April,Monday,1,-1,1,failure,58.2,93.075,-47.1,0
8038,31,medium,employment,married,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
8039,32,high,employment,single,no,yes,no,telephone,Octobor,Thursday,3,-1,0,nonexistent,56.6,92.431,-26.9,1
8040,29,medium,employment,single,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8041,36,medium,employment,married,no,no,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8042,35,low,employment,married,no,no,no,telephone,July,Tuesday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
8043,30,high,employment,single,no,no,no,telephone,May,Tuesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
8044,46,medium,employment,divorced,unknown,no,no,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8045,31,medium,employment,single,no,yes,no,cellular,November,Thursday,1,-1,0,nonexistent,59.9,93.2,-42,0
8046,36,high,employment,married,no,unknown,unknown,cellular,August,Friday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8047,35,high,employment,single,no,no,no,telephone,July,Tuesday,1,-1,0,nonexistent,58.3,94.215,-40.3,0
8048,25,medium,employment,single,no,no,no,cellular,July,Wednesday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8049,35,high,employment,single,no,no,no,cellular,June,NULL,1,-1,0,nonexistent,57.1,92.963,-40.8,0
8050,36,high,employment,married,no,no,yes,cellular,April,Wednesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
8051,33,medium,employment,single,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8052,25,high,employment,single,no,unknown,unknown,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
8053,31,medium,employment,married,no,no,no,telephone,May,Friday,1,-1,0,nonexistent,61.1,93.994,-36.4,1
8054,29,high,employment,single,no,unknown,unknown,telephone,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8055,30,medium,employment,married,no,no,no,telephone,May,Thursday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8056,26,high,employment,married,no,yes,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,1
8057,27,high,employment,single,no,yes,no,cellular,June,Friday,1,-1,0,nonexistent,57.1,92.963,-40.8,0
8058,46,high,employment,married,no,no,yes,cellular,July,Friday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8059,38,high,employment,married,no,yes,no,cellular,August,Tuesday,12,-1,0,nonexistent,61.4,93.444,-36.1,0
8060,27,low,unemployed,married,unknown,no,yes,telephone,July,Wednesday,8,-1,0,nonexistent,61.4,93.918,-42.7,0
8061,38,high,employment,married,no,yes,no,cellular,August,Monday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8062,28,low,unemployed,single,no,yes,yes,cellular,Octobor,Friday,1,-1,0,nonexistent,56.6,92.431,-26.9,0
8063,29,high,employment,single,no,no,no,cellular,Octobor,Monday,2,12,2,failure,58.9,94.601,-49.5,0
8064,33,high,employment,married,no,yes,no,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8065,50,medium,employment,divorced,no,yes,yes,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,1
8066,34,high,employment,single,no,no,no,cellular,August,Friday,4,-1,0,nonexistent,61.4,93.444,-36.1,0
8067,27,medium,student,single,no,yes,no,cellular,December,Tuesday,1,-1,0,nonexistent,57.0,92.713,-33,0
8068,34,medium,employment,married,no,yes,yes,cellular,July,Monday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8069,33,medium,unemployed,married,no,no,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8070,28,high,employment,single,no,yes,no,cellular,June,Friday,1,-1,0,nonexistent,57.1,92.963,-40.8,1
8071,44,high,employment,divorced,no,no,yes,telephone,June,Tuesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8072,43,low,employment,married,unknown,no,no,telephone,May,Friday,8,-1,0,nonexistent,61.1,93.994,-36.4,0
8073,54,low,employment,married,unknown,unknown,unknown,cellular,August,Wednesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8074,26,medium,employment,single,no,yes,no,telephone,November,Friday,2,3,1,success,56.6,92.649,-30.1,1
8075,36,medium,employment,married,no,yes,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8076,36,medium,employment,married,no,no,yes,cellular,November,Tuesday,3,-1,0,nonexistent,59.9,93.2,-42,0
8077,31,high,employment,married,no,yes,no,cellular,August,Monday,10,-1,0,nonexistent,61.4,93.444,-36.1,0
8078,26,low,employment,single,no,yes,no,cellular,May,Friday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
8079,56,medium,employment,married,unknown,no,no,cellular,July,Friday,8,-1,0,nonexistent,61.4,93.918,-42.7,0
8080,30,medium,employment,single,unknown,yes,no,cellular,May,Monday,3,-1,0,nonexistent,58.2,92.893,-46.2,0
8081,33,high,unemployed,married,no,yes,no,telephone,July,Friday,1,-1,0,nonexistent,58.3,94.215,-40.3,0
8082,48,high,employment,divorced,no,no,no,cellular,August,Friday,1,-1,0,nonexistent,57.1,92.201,-31.4,0
8083,31,high,employment,single,no,yes,no,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,1
8084,33,high,employment,married,unknown,yes,yes,cellular,August,Friday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8085,29,medium,employment,single,no,no,no,cellular,July,Thursday,29,-1,0,nonexistent,61.4,93.918,-42.7,0
8086,57,medium,retired,married,no,yes,no,cellular,April,Friday,2,-1,0,nonexistent,58.2,93.749,-34.6,1
8087,31,medium,employment,single,unknown,yes,no,cellular,November,Friday,2,-1,0,nonexistent,59.9,93.2,-42,0
8088,41,high,employment,married,no,no,yes,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8089,44,medium,employment,divorced,no,no,no,telephone,June,Tuesday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
8090,32,medium,employment,single,no,no,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8091,29,medium,employment,married,no,no,no,telephone,June,Tuesday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8092,48,medium,employment,married,no,yes,yes,telephone,July,Monday,5,-1,0,nonexistent,61.4,93.918,-42.7,0
8093,31,medium,employment,married,no,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,1
8094,32,medium,employment,married,no,yes,no,cellular,August,Tuesday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8095,42,high,employment,married,no,yes,no,cellular,November,Monday,2,-1,1,failure,59.9,93.2,-42,0
8096,45,medium,employment,married,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8097,41,medium,employment,single,no,no,no,telephone,June,Wednesday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
8098,48,medium,employment,married,no,no,no,cellular,July,Wednesday,6,-1,0,nonexistent,61.4,93.918,-42.7,0
8099,34,low,employment,single,unknown,yes,no,telephone,June,Monday,1,-1,0,nonexistent,61.4,94.465,-41.8,0
8100,28,high,employment,single,no,no,no,cellular,August,Tuesday,1,-1,2,failure,57.1,92.201,-31.4,0
8101,31,high,employment,single,no,yes,no,telephone,July,Friday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8102,46,medium,employment,single,no,no,no,telephone,May,Thursday,4,-1,0,nonexistent,61.1,93.994,-36.4,0
8103,28,high,employment,single,no,no,no,cellular,August,Friday,2,-1,1,nonexistent,58.3,94.027,-38.3,1
8104,26,medium,employment,married,no,yes,no,telephone,June,Wednesday,12,-1,0,nonexistent,61.4,94.465,-41.8,0
8105,57,medium,employment,married,no,yes,no,cellular,May,Monday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8106,40,high,employment,single,no,no,no,cellular,November,Friday,4,-1,1,failure,59.9,93.2,-42,0
8107,34,medium,employment,single,no,no,no,cellular,April,Wednesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
8108,49,high,employment,married,no,yes,no,cellular,April,Thursday,1,-1,1,failure,58.2,93.075,-47.1,1
8109,39,high,employment,single,unknown,no,yes,cellular,Octobor,Friday,1,-1,0,nonexistent,56.6,92.431,-26.9,1
8110,28,medium,employment,single,no,yes,no,cellular,May,Thursday,1,-1,1,failure,58.2,92.893,-46.2,0
8111,42,high,employment,single,no,yes,no,cellular,June,Wednesday,2,-1,0,nonexistent,57.1,92.963,-40.8,1
8112,28,low,employment,married,no,no,no,cellular,May,Monday,2,-1,0,nonexistent,58.2,92.893,-46.2,0
8113,32,medium,employment,single,no,yes,no,cellular,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
8114,36,high,employment,single,no,no,no,cellular,Octobor,Thursday,2,-1,0,nonexistent,58.9,94.601,-49.5,0
8115,29,high,employment,single,no,yes,yes,cellular,August,Wednesday,3,-1,0,nonexistent,61.4,93.444,-36.1,0
8116,35,high,employment,divorced,unknown,no,no,telephone,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8117,50,medium,employment,married,no,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8118,35,medium,employment,divorced,no,yes,yes,telephone,May,Monday,2,-1,1,failure,58.2,92.893,-46.2,0
8119,43,medium,employment,divorced,no,no,no,telephone,May,Monday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8120,56,low,employment,married,unknown,no,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8121,27,high,employment,single,unknown,yes,no,cellular,July,Tuesday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8122,48,low,employment,married,unknown,yes,yes,cellular,July,Tuesday,3,-1,0,nonexistent,61.4,93.918,-42.7,0
8123,31,medium,employment,married,no,no,no,telephone,June,Thursday,28,-1,0,nonexistent,61.4,94.465,-41.8,0
8124,37,low,employment,married,no,no,yes,telephone,June,Thursday,3,-1,0,nonexistent,61.4,94.465,-41.8,0
8125,30,high,employment,single,unknown,yes,no,cellular,August,Monday,1,-1,0,nonexistent,61.4,93.444,-36.1,0
8126,56,medium,employment,single,no,yes,no,cellular,November,Friday,2,-1,1,failure,59.9,93.2,-42,0
8127,45,medium,unemployed,married,no,yes,no,cellular,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
8128,39,high,employment,married,no,no,no,cellular,June,Wednesday,1,-1,1,failure,57.1,92.963,-40.8,0
8129,38,high,employment,single,unknown,no,no,telephone,May,Tuesday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8130,35,medium,employment,married,no,yes,no,cellular,April,Wednesday,1,-1,0,nonexistent,58.2,93.075,-47.1,1
8131,34,low,employment,married,no,no,no,telephone,June,Tuesday,13,-1,0,nonexistent,61.4,94.465,-41.8,0
8132,48,medium,employment,single,no,no,no,cellular,November,Wednesday,2,-1,0,nonexistent,59.9,93.2,-42,0
8133,30,medium,employment,married,no,yes,yes,cellular,November,Thursday,2,-1,1,failure,59.9,93.2,-42,0
8134,36,medium,employment,married,unknown,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8135,48,low,employment,married,no,yes,no,telephone,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8136,38,high,employment,married,no,no,yes,telephone,November,Monday,3,-1,0,nonexistent,56.6,92.649,-30.1,0
8137,29,medium,employment,married,no,yes,no,cellular,Octobor,Tuesday,2,2,2,success,56.6,92.431,-26.9,1
8138,56,low,retired,married,no,no,no,cellular,April,Monday,2,-1,1,failure,58.2,93.075,-47.1,1
8139,42,medium,employment,single,no,yes,no,telephone,May,Wednesday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8140,54,low,employment,married,no,yes,no,cellular,November,Wednesday,2,-1,1,failure,59.9,93.2,-42,0
8141,54,medium,employment,divorced,no,no,no,cellular,November,Friday,6,-1,0,nonexistent,59.9,93.2,-42,0
8142,31,high,employment,married,no,no,no,cellular,August,Monday,11,-1,0,nonexistent,61.4,93.444,-36.1,0
8143,37,low,employment,divorced,no,yes,no,telephone,May,Wednesday,4,13,2,success,58.2,92.893,-46.2,1
8144,33,high,employment,single,no,no,no,telephone,May,Friday,2,-1,0,nonexistent,61.1,93.994,-36.4,0
8145,43,medium,employment,single,no,no,no,cellular,April,Tuesday,1,-1,0,nonexistent,58.2,93.075,-47.1,0
8146,41,medium,employment,married,no,yes,no,telephone,June,Wednesday,2,-1,0,nonexistent,61.4,94.465,-41.8,0
8147,88,low,retired,divorced,no,yes,yes,cellular,March,Wednesday,3,-1,0,nonexistent,58.2,92.843,-50,0
8148,36,high,employment,married,no,no,no,telephone,May,Tuesday,3,-1,0,nonexistent,61.1,93.994,-36.4,0
8149,37,medium,retired,divorced,unknown,yes,no,cellular,November,Tuesday,1,-1,1,failure,59.9,93.2,-42,0
8150,32,high,employment,married,no,no,no,telephone,July,Thursday,4,-1,0,nonexistent,61.4,93.918,-42.7,0
8151,41,low,employment,married,no,yes,no,cellular,May,Tuesday,4,-1,1,failure,58.2,92.893,-46.2,0
8152,36,low,employment,single,no,yes,no,cellular,May,Thursday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8153,59,high,employment,married,no,no,no,telephone,Octobor,Tuesday,1,-1,0,nonexistent,59.9,93.798,-40.4,1
8154,56,high,employment,married,no,yes,no,cellular,August,Monday,2,-1,0,nonexistent,61.4,93.444,-36.1,0
8155,53,low,employment,married,unknown,unknown,unknown,cellular,April,Monday,2,-1,0,nonexistent,58.2,93.075,-47.1,0
8156,38,high,employment,married,unknown,yes,no,telephone,May,Monday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
8157,41,low,employment,married,no,yes,no,telephone,November,Monday,2,-1,0,nonexistent,59.9,93.2,-42,0
8158,51,low,employment,married,no,no,no,cellular,July,Monday,2,-1,0,nonexistent,61.4,93.918,-42.7,0
8159,50,low,employment,married,unknown,no,no,cellular,July,Thursday,1,-1,0,nonexistent,61.4,93.918,-42.7,0
8160,40,low,employment,married,unknown,no,no,cellular,May,Friday,1,-1,0,nonexistent,58.2,92.893,-46.2,0
8161,49,low,employment,married,no,yes,no,telephone,May,Thursday,1,-1,0,nonexistent,61.1,93.994,-36.4,0
